text,priority,category,is_fake
The speed breaker issue at Railway Station is very dangerous.,High,Roads,0
"Severe pothole observed at 5th Avenue, urgent help needed.",High,Roads,0
Complaining about overflowing dustbin near Highway 66.,Medium,Sanitation,0
"Severe transformer spark observed at Hospital Road, urgent help needed.",High,Electricity,0
The no water supply at Suburbs is very dangerous.,High,Water Supply,0
Please fix the electric pole fell near Industrial Area.,High,Electricity,0
"Severe broken road observed at Sector 4, urgent help needed.",High,Roads,0
Urgent attention required for speed breaker issue in Flyover.,High,Roads,0
We are facing transformer spark problems in Gandhi Nagar.,High,Electricity,0
Complaining about traffic jam near Main St.,Low,Traffic,0
Urgent attention required for lost property in Main St.,High,General,0
Complaining about park maintenance near Railway Station.,Low,General,0
There is a general query at Underpass.,Low,General,0
Urgent attention required for road blocked in Highway 66.,High,Traffic,0
There is a power cut at Market Area.,High,Electricity,0
sign up now 286,Low,Spam,1
"Severe traffic jam observed at Railway Station, urgent help needed.",High,Traffic,0
Urgent attention required for wrong side driving in Highway 66.,High,Traffic,0
The late night party at Gandhi Nagar is very dangerous.,High,Noise,0
We are facing water leakage problems in River Bank.,High,Water Supply,0
Complaining about broken fence near Sector 4.,Low,Safety,0
electric pole fell reported by residents of River Bank.,High,Electricity,0
transformer spark reported by residents of Underpass.,High,Electricity,0
Urgent attention required for stray dogs in Market Area.,High,Safety,0
"Severe lost property observed at Hospital Road, urgent help needed.",High,General,0
"Severe lost property observed at Industrial Area, urgent help needed.",High,General,0
We are facing contaminated water problems in Underpass.,High,Water Supply,0
The general query at Hospital Road is very dangerous.,High,General,0
We are facing water leakage problems in Gandhi Nagar.,High,Water Supply,0
contaminated water reported by residents of 5th Avenue.,High,Water Supply,0
broken road reported by residents of Industrial Area.,Medium,Roads,0
Urgent attention required for overcrowded bus in Underpass.,High,Public Transport,0
Complaining about construction noise near MG Road.,Low,Noise,0
request information reported by residents of River Bank.,Low,General,0
There is a transformer spark at Main St.,High,Electricity,0
"Severe contaminated water observed at River Bank, urgent help needed.",High,Water Supply,0
The lost property at Gandhi Nagar is very dangerous.,High,General,0
There is a bad smell at Flyover.,Medium,Sanitation,0
uneven surface reported by residents of Suburbs.,Medium,Roads,0
Complaining about street light off near 5th Avenue.,High,Electricity,0
dead animal reported by residents of Suburbs.,Medium,Sanitation,0
The clogged drain at Gandhi Nagar is very dangerous.,High,Sanitation,0
"Severe overcrowded bus observed at Industrial Area, urgent help needed.",High,Public Transport,0
We are facing rude conductor problems in School Zone.,Low,Public Transport,0
There is a suspicious activity at Industrial Area.,Low,Safety,0
There is a bus stop broken at Hospital Road.,Low,Public Transport,0
Urgent attention required for water leakage in River Bank.,High,Water Supply,0
We are facing pothole problems in Central Park.,Medium,Roads,0
traffic signal broken reported by residents of School Zone.,Low,Traffic,0
There is a lost property at School Zone.,Low,General,0
Complaining about rude conductor near Gandhi Nagar.,Low,Public Transport,0
cheap meds 663,Low,Spam,1
We are facing bus stop broken problems in Flyover.,Low,Public Transport,0
Please fix the pothole near Central Park.,Medium,Roads,0
The overcrowded bus at City Center is very dangerous.,High,Public Transport,0
loud music reported by residents of Market Area.,Low,Noise,0
"Severe loud music observed at MG Road, urgent help needed.",High,Noise,0
There is a loud music at Main St.,Low,Noise,0
Please fix the transformer spark near Suburbs.,High,Electricity,0
There is a transformer spark at City Center.,High,Electricity,0
We are facing street light off problems in Underpass.,High,Electricity,0
"Severe construction noise observed at Main St, urgent help needed.",High,Noise,0
We are facing no water supply problems in Bus Stand.,High,Water Supply,0
manhole open reported by residents of Railway Station.,Medium,Roads,0
The low pressure at 5th Avenue is very dangerous.,High,Water Supply,0
electric pole fell reported by residents of Underpass.,High,Electricity,0
Urgent attention required for overcrowded bus in Main St.,High,Public Transport,0
"Severe wrong side driving observed at City Center, urgent help needed.",High,Traffic,0
We are facing no water supply problems in Railway Station.,High,Water Supply,0
Complaining about construction noise near Underpass.,Low,Noise,0
The bus stop broken at Underpass is very dangerous.,High,Public Transport,0
There is a dead animal at Highway 66.,Medium,Sanitation,0
sign up now 587,Low,Spam,1
The speed breaker issue at Gandhi Nagar is very dangerous.,High,Roads,0
There is a rude conductor at Industrial Area.,Low,Public Transport,0
There is a rude conductor at Gandhi Nagar.,Low,Public Transport,0
Urgent attention required for transformer spark in MG Road.,High,Electricity,0
Please fix the pipe burst near School Zone.,High,Water Supply,0
Urgent attention required for general query in Sector 4.,High,General,0
Complaining about power cut near School Zone.,High,Electricity,0
pothole reported by residents of Market Area.,Medium,Roads,0
We are facing illegal parking problems in Main St.,Low,Traffic,0
The hanging wires at Bus Stand is very dangerous.,High,Electricity,0
crypto investment 982,Low,Spam,1
The pothole at Hospital Road is very dangerous.,High,Roads,0
Urgent attention required for loud music in Flyover.,High,Noise,0
Please fix the no water supply near School Zone.,High,Water Supply,0
loud music reported by residents of Highway 66.,Low,Noise,0
pipe burst reported by residents of Sector 4.,High,Water Supply,0
There is a contaminated water at City Center.,High,Water Supply,0
Complaining about factory noise near Market Area.,Low,Noise,0
Urgent attention required for clogged drain in Sector 4.,High,Sanitation,0
The water leakage at 5th Avenue is very dangerous.,High,Water Supply,0
construction noise reported by residents of Railway Station.,Low,Noise,0
Urgent attention required for manhole open in 5th Avenue.,High,Roads,0
Urgent attention required for clogged drain in Sector 4.,High,Sanitation,0
"Severe pothole observed at Bus Stand, urgent help needed.",High,Roads,0
We are facing park maintenance problems in Industrial Area.,Low,General,0
We are facing no water supply problems in Central Park.,High,Water Supply,0
We are facing factory noise problems in River Bank.,Low,Noise,0
We are facing transformer spark problems in Market Area.,High,Electricity,0
The pipe burst at Railway Station is very dangerous.,High,Water Supply,0
We are facing stray dogs problems in Railway Station.,Low,Safety,0
The park maintenance at Central Park is very dangerous.,High,General,0
request information reported by residents of Bus Stand.,Low,General,0
Please fix the overcrowded bus near Hospital Road.,Low,Public Transport,0
Please fix the factory noise near Railway Station.,Low,Noise,0
crypto investment 562,Low,Spam,1
There is a water leakage at Hospital Road.,High,Water Supply,0
Complaining about uneven surface near Hospital Road.,Medium,Roads,0
"Severe factory noise observed at Hospital Road, urgent help needed.",High,Noise,0
The park maintenance at City Center is very dangerous.,High,General,0
There is a lost property at 5th Avenue.,Low,General,0
There is a late night party at Railway Station.,Low,Noise,0
Complaining about wrong side driving near MG Road.,Low,Traffic,0
Urgent attention required for overflowing dustbin in Suburbs.,High,Sanitation,0
Complaining about rude conductor near Railway Station.,Low,Public Transport,0
job offer 539,Low,Spam,1
Please fix the rude conductor near City Center.,Low,Public Transport,0
Complaining about bad smell near 5th Avenue.,Medium,Sanitation,0
There is a overflowing dustbin at Sector 4.,Medium,Sanitation,0
Complaining about bad smell near 5th Avenue.,Medium,Sanitation,0
Complaining about park maintenance near Railway Station.,Low,General,0
"Severe garbage pile observed at Underpass, urgent help needed.",High,Sanitation,0
We are facing traffic signal broken problems in Main St.,Low,Traffic,0
Please fix the factory noise near Flyover.,Low,Noise,0
Urgent attention required for request information in Railway Station.,High,General,0
We are facing no water supply problems in Industrial Area.,High,Water Supply,0
broken road reported by residents of Railway Station.,Medium,Roads,0
Please fix the bus late near River Bank.,Low,Public Transport,0
road blocked reported by residents of Market Area.,Low,Traffic,0
There is a transformer spark at River Bank.,High,Electricity,0
There is a construction noise at Industrial Area.,Low,Noise,0
There is a broken road at City Center.,Medium,Roads,0
Please fix the bad road condition near Flyover.,Medium,Roads,0
Complaining about overcrowded bus near MG Road.,Low,Public Transport,0
Complaining about request information near Highway 66.,Low,General,0
We are facing bad smell problems in City Center.,Medium,Sanitation,0
The dead animal at Sector 4 is very dangerous.,High,Sanitation,0
no water supply reported by residents of Gandhi Nagar.,High,Water Supply,0
We are facing wrong side driving problems in Flyover.,Low,Traffic,0
Urgent attention required for park maintenance in Bus Stand.,High,General,0
Urgent attention required for general query in Market Area.,High,General,0
There is a traffic jam at Suburbs.,Low,Traffic,0
stray dogs reported by residents of Flyover.,Low,Safety,0
Complaining about pothole near Suburbs.,Medium,Roads,0
We are facing low pressure problems in School Zone.,High,Water Supply,0
Please fix the wrong side driving near Main St.,Low,Traffic,0
The electric pole fell at River Bank is very dangerous.,High,Electricity,0
bus late reported by residents of School Zone.,Low,Public Transport,0
Please fix the general query near Industrial Area.,Low,General,0
Please fix the hanging wires near MG Road.,High,Electricity,0
The bus late at River Bank is very dangerous.,High,Public Transport,0
Please fix the construction noise near Suburbs.,Low,Noise,0
